VMDProductNo,Name,MAHolder,Distributors,VMNo,DateOfIssue,AuthorisationRoute,Territory,ActiveSubstances,ControlledDrug,TargetSpecies,DistributionCategory,PharmaceuticalForm,TherapeuticGroup,SPC_Link,UKPAR_Link,PAAR_Link
A010012,Laxatract 667 mg/ml Syrup for Dogs and Cats ,Dechra Regulatory BV,<span>Dechra Regulatory BV</span>,50406/4000,2019-05-22,National,Great Britain,Lactulose,N,"Cats, Dogs",POM-V,Syrup,Gastrointestinal laxative,https://www.vmd.defra.gov.uk/productinformationdatabase/files/SPC_Documents/SPC_1610184.PDF,https://www.vmd.defra.gov.uk/productinformationdatabase/files/UKPAR_Documents/UKPAR_1989406.PDF,https://www.vmd.defra.gov.uk/productinformationdatabase/files/PAA_Documents/PAA_2551260.PDF
A010245,Apovomin 3 mg/ml Solution for Injection for Dogs,Dechra Regulatory BV,<span>Dechra Regulatory BV</span>,50406/4002,2019-02-14,National,Great Britain,Apomorphine Hydrochloride,N,Dogs,POM-V,Solution for injection,Emetic,https://www.vmd.defra.gov.uk/productinformationdatabase/files/SPC_Documents/SPC_1546250.PDF,https://www.vmd.defra.gov.uk/productinformationdatabase/files/UKPAR_Documents/UKPAR_1983185.PDF,https://www.vmd.defra.gov.uk/productinformationdatabase/files/PAA_Documents/PAA_2551231.PDF
A011367,Apovomin 3 mg/ml Solution for Injection for Dogs,Dechra Regulatory BV,<span>Dechra Regulatory BV</span>,50406/4002,2019-02-14,Mutually Recognised,Northern Ireland,Apomorphine Hydrochloride,N,Dogs,POM-V,Solution for injection,Emetic,https://www.vmd.defra.gov.uk/productinformationdatabase/files/SPC_Documents/SPC_1546250.PDF,https://www.vmd.defra.gov.uk/productinformationdatabase/files/UKPAR_Documents/UKPAR_1983185.PDF,
A011594,Clindabactin 55 mg Chewable Tablets for Dogs and Cats ,Dechra Regulatory BV,<span>Dechra Veterinary Products Limited</span>,50406/4004,2019-04-16,Mutually Recognised,Northern Ireland,Clindamycin,N,"Cats, Dogs",POM-V,Chewable tablet,Antimicrobial,https://www.vmd.defra.gov.uk/productinformationdatabase/files/SPC_Documents/SPC_1588067.PDF,https://www.vmd.defra.gov.uk/productinformationdatabase/files/UKPAR_Documents/UKPAR_1337408.PDF,https://www.vmd.defra.gov.uk/productinformationdatabase/files/PAA_Documents/PAA_1680158.PDF
A010123,Clindabactin 55 mg Chewable Tablets for Dogs and Cats ,Dechra Regulatory BV,<span>Dechra Veterinary Products Limited</span>,50406/4004,2019-04-16,National,Great Britain,Clindamycin,N,"Cats, Dogs",POM-V,Chewable tablet,Antimicrobial,https://www.vmd.defra.gov.uk/productinformationdatabase/files/SPC_Documents/SPC_1588067.PDF,https://www.vmd.defra.gov.uk/productinformationdatabase/files/UKPAR_Documents/UKPAR_1337408.PDF,https://www.vmd.defra.gov.uk/productinformationdatabase/files/PAA_Documents/PAA_1680158.PDF
A010124,Clindabactin 220 mg Chewable Tablets for Dogs ,Dechra Regulatory BV,<span>Dechra Veterinary Products Limited</span>,50406/4005,2019-04-16,National,Great Britain,Clindamycin,N,Dogs,POM-V,Chewable tablet,Antimicrobial,https://www.vmd.defra.gov.uk/productinformationdatabase/files/SPC_Documents/SPC_1588919.PDF,https://www.vmd.defra.gov.uk/productinformationdatabase/files/UKPAR_Documents/UKPAR_1337408.PDF,https://www.vmd.defra.gov.uk/productinformationdatabase/files/PAA_Documents/PAA_1680145.PDF
A011592,Clindabactin 220 mg Chewable Tablets for Dogs ,Dechra Regulatory BV,<span>Dechra Veterinary Products Limited</span>,50406/4005,2019-04-16,Mutually Recognised,Northern Ireland,Clindamycin,N,Dogs,POM-V,Chewable tablet,Antimicrobial,https://www.vmd.defra.gov.uk/productinformationdatabase/files/SPC_Documents/SPC_1588919.PDF,https://www.vmd.defra.gov.uk/productinformationdatabase/files/UKPAR_Documents/UKPAR_1337408.PDF,https://www.vmd.defra.gov.uk/productinformationdatabase/files/PAA_Documents/PAA_1680145.PDF
A011593,Clindabactin 440 mg Chewable Tablets for Dogs ,Dechra Regulatory BV,<span>Dechra Veterinary Products Limited</span>,50406/4006,2019-04-16,Mutually Recognised,Northern Ireland,Clindamycin,N,Dogs,POM-V,Chewable tablet,Antimicrobial,https://www.vmd.defra.gov.uk/productinformationdatabase/files/SPC_Documents/SPC_1589189.PDF,https://www.vmd.defra.gov.uk/productinformationdatabase/files/UKPAR_Documents/UKPAR_1337408.PDF,https://www.vmd.defra.gov.uk/productinformationdatabase/files/PAA_Documents/PAA_1680147.PDF
A010125,Clindabactin 440 mg Chewable Tablets for Dogs ,Dechra Regulatory BV,<span>Dechra Veterinary Products Limited</span>,50406/4006,2019-04-16,National,Great Britain,Clindamycin,N,Dogs,POM-V,Chewable tablet,Antimicrobial,https://www.vmd.defra.gov.uk/productinformationdatabase/files/SPC_Documents/SPC_1589189.PDF,https://www.vmd.defra.gov.uk/productinformationdatabase/files/UKPAR_Documents/UKPAR_1337408.PDF,https://www.vmd.defra.gov.uk/productinformationdatabase/files/PAA_Documents/PAA_1680147.PDF
A010229,Propodine 10 mg/ml Emulsion for Injection / Infusion for Dogs and Cats,Dechra Regulatory BV,<span>Dechra Regulatory BV</span>,50406/4007,2019-04-30,National,Great Britain,Propofol,N,"Cats, Dogs",POM-V,Emulsion for injection,Neurological Agent general anaesthetic,https://www.vmd.defra.gov.uk/productinformationdatabase/files/SPC_Documents/SPC_1595024.PDF,https://www.vmd.defra.gov.uk/productinformationdatabase/files/UKPAR_Documents/UKPAR_1405298.PDF,https://www.vmd.defra.gov.uk/productinformationdatabase/files/PAA_Documents/PAA_2629095.PDF
A012379,Propodine 10 mg/ml Emulsion for Injection / Infusion for Dogs and Cats,Dechra Regulatory BV,<span>Dechra Regulatory BV</span>,50406/4007,2019-04-30,Mutually Recognised,Northern Ireland,Propofol,N,"Cats, Dogs",POM-V,Emulsion for injection,Neurological Agent general anaesthetic,https://www.vmd.defra.gov.uk/productinformationdatabase/files/SPC_Documents/SPC_1595024.PDF,https://www.vmd.defra.gov.uk/productinformationdatabase/files/UKPAR_Documents/UKPAR_1405298.PDF,https://www.vmd.defra.gov.uk/productinformationdatabase/files/PAA_Documents/PAA_2629095.PDF
A012521,"Sympagesic 500 mg/ml + 4 mg/ml Solution for Injection for Horses, Cattle, Pigs and Dogs ",Dechra Regulatory BV,<span>Dechra Regulatory BV</span>,50406/4008,2019-05-21,Mutually Recognised,Northern Ireland,"Hyoscine Butylbromide, Metamizole sodium monohydrate",N,"Cattle, Dogs, Horses, Pigs",POM-V,Solution for injection,Neurological Agent muscle relaxant,https://www.vmd.defra.gov.uk/productinformationdatabase/files/SPC_Documents/SPC_1610246.PDF,https://www.vmd.defra.gov.uk/productinformationdatabase/files/UKPAR_Documents/UKPAR_1989106.PDF,https://www.vmd.defra.gov.uk/productinformationdatabase/files/PAA_Documents/PAA_1812260.PDF
A010233,"Sympagesic 500 mg/ml + 4 mg/ml Solution for Injection for Horses, Cattle, Pigs and Dogs ",Dechra Regulatory BV,<span>Dechra Regulatory BV</span>,50406/4008,2019-05-21,National,Great Britain,"Hyoscine Butylbromide, Metamizole sodium monohydrate",N,"Cattle, Dogs, Horses, Pigs",POM-V,Solution for injection,Neurological Agent muscle relaxant,https://www.vmd.defra.gov.uk/productinformationdatabase/files/SPC_Documents/SPC_1610246.PDF,https://www.vmd.defra.gov.uk/productinformationdatabase/files/UKPAR_Documents/UKPAR_1989106.PDF,https://www.vmd.defra.gov.uk/productinformationdatabase/files/PAA_Documents/PAA_1812260.PDF
A009848,Equibactin 250 mg/g + 50 mg/g Oral Powder for Horses ,Dechra Regulatory BV,<span>Dechra Regulatory BV</span>,50406/4009,2019-04-23,National,Great Britain,"Sulfadiazine, Trimethoprim",N,Horses,POM-V,Oral powder,Antimicrobial,https://www.vmd.defra.gov.uk/productinformationdatabase/files/SPC_Documents/SPC_1592099.PDF,https://www.vmd.defra.gov.uk/productinformationdatabase/files/UKPAR_Documents/UKPAR_1984521.PDF,https://www.vmd.defra.gov.uk/productinformationdatabase/files/PAA_Documents/PAA_2049420.PDF
A011783,Equibactin 250 mg/g + 50 mg/g Oral Powder for Horses ,Dechra Regulatory BV,<span>Dechra Regulatory BV</span>,50406/4009,2019-04-23,Mutually Recognised,Northern Ireland,"Sulfadiazine, Trimethoprim",N,Horses,POM-V,Oral powder,Antimicrobial,https://www.vmd.defra.gov.uk/productinformationdatabase/files/SPC_Documents/SPC_1592099.PDF,https://www.vmd.defra.gov.uk/productinformationdatabase/files/UKPAR_Documents/UKPAR_1984521.PDF,
A012051,Lodisure 1 mg Tablets for Cats,Dechra Regulatory BV,<span>Dechra Regulatory BV</span>,50406/4010,2020-12-08,Mutually Recognised,Northern Ireland,Amlodipine,N,Cats,POM-V,Tablet,Cardio Vascular,https://www.vmd.defra.gov.uk/productinformationdatabase/files/SPC_Documents/SPC_1972413.PDF,,https://www.vmd.defra.gov.uk/productinformationdatabase/files/PAA_Documents/PAA_2640353.PDF
A010517,Lodisure 1 mg Tablets for Cats,Dechra Regulatory BV,<span>Dechra Regulatory BV</span>,50406/4010,2020-12-08,National,Great Britain,Amlodipine,N,Cats,POM-V,Tablet,Cardio Vascular,https://www.vmd.defra.gov.uk/productinformationdatabase/files/SPC_Documents/SPC_1972413.PDF,,https://www.vmd.defra.gov.uk/productinformationdatabase/files/PAA_Documents/PAA_2640353.PDF
A010528,Clindacutin 10 mg/g Ointment for Dogs,Dechra Regulatory B.V.,<span>Dechra Veterinary Products</span>,50406/4011,2021-03-03,National,Great Britain,Clindamycin,N,Dogs,POM-V,Ointment,Antimicrobial,https://www.vmd.defra.gov.uk/productinformationdatabase/files/SPC_Documents/SPC_2045513.PDF,,https://www.vmd.defra.gov.uk/productinformationdatabase/files/PAA_Documents/PAA_2427330.PDF
A012791,Clindacutin 10 mg/g Ointment for Dogs,Dechra Regulatory BV,<span>Dechra Veterinary Products</span>,50406/4011,2021-03-03,Mutually Recognised,Northern Ireland,Clindamycin,N,Dogs,POM-V,Ointment,Antimicrobial,https://www.vmd.defra.gov.uk/productinformationdatabase/files/SPC_Documents/SPC_2045513.PDF,,https://www.vmd.defra.gov.uk/productinformationdatabase/files/PAA_Documents/PAA_2427330.PDF
A010582,Apovomin 1 mg/ml Solution for Injection for Dogs,Dechra Regulatory BV,<span>Dechra Regulatory BV</span>,50406/4012,2020-12-15,National,Great Britain,Apomorphine Hydrochloride,N,Dogs,POM-V,Solution for injection,Emetic,https://www.vmd.defra.gov.uk/productinformationdatabase/files/SPC_Documents/SPC_1979545.PDF,,
A011366,Apovomin 1 mg/ml Solution for Injection for Dogs,Dechra Regulatory BV,<span>Dechra Regulatory BV</span>,50406/4012,2020-12-15,Mutually Recognised,Northern Ireland,Apomorphine Hydrochloride,N,Dogs,POM-V,Solution for injection,Emetic,https://www.vmd.defra.gov.uk/productinformationdatabase/files/SPC_Documents/SPC_1979545.PDF,,
A009117,Prednicortone 5 mg Tablets for Dogs and Cats,Dechra Regulatory BV,<span>Dechra Regulatory BV</span>,50406/4014,2015-10-09,National,Great Britain,Prednisolone,N,"Cats, Dogs",POM-V,Tablet,Anti Inflammatory corticosteroid,https://www.vmd.defra.gov.uk/productinformationdatabase/files/SPC_Documents/SPC_806172.PDF,,https://www.vmd.defra.gov.uk/productinformationdatabase/files/PAA_Documents/PAA_921549.PDF
A012336,Prednicortone 5 mg Tablets for Dogs and Cats,Dechra Regulatory BV,<span>Le Vet Beheer B.V.</span>,50406/4014,2015-10-09,Mutually Recognised,Northern Ireland,Prednisolone,N,"Cats, Dogs",POM-V,Tablet,Anti Inflammatory corticosteroid,https://www.vmd.defra.gov.uk/productinformationdatabase/files/SPC_Documents/SPC_806172.PDF,,https://www.vmd.defra.gov.uk/productinformationdatabase/files/PAA_Documents/PAA_921549.PDF
A012335,Prednicortone 20 mg Tablets for Dogs and Cats,Dechra Regulatory BV,<span>Le Vet Beheer B.V.</span>,50406/4015,2015-10-09,Mutually Recognised,Northern Ireland,Prednisolone,N,"Cats, Dogs",POM-V,Tablet,Anti Inflammatory corticosteroid,https://www.vmd.defra.gov.uk/productinformationdatabase/files/SPC_Documents/SPC_806152.PDF,,https://www.vmd.defra.gov.uk/productinformationdatabase/files/PAA_Documents/PAA_921546.PDF
A009118,Prednicortone 20 mg Tablets for Dogs and Cats,Dechra Regulatory BV,<span>Dechra Regulatory BV</span>,50406/4015,2015-10-09,National,Great Britain,Prednisolone,N,"Cats, Dogs",POM-V,Tablet,Anti Inflammatory corticosteroid,https://www.vmd.defra.gov.uk/productinformationdatabase/files/SPC_Documents/SPC_806152.PDF,,https://www.vmd.defra.gov.uk/productinformationdatabase/files/PAA_Documents/PAA_921546.PDF
A009223,Metrobactin 250 mg Tablets for Dogs and Cats,Dechra Regulatory BV,<span>Dechra Veterinary Products Limited</span>,50406/4016,2015-12-18,National,Great Britain,Metronidazole,N,"Cats, Dogs",POM-V,Tablet,Antimicrobial,https://www.vmd.defra.gov.uk/productinformationdatabase/files/SPC_Documents/SPC_870563.PDF,https://www.vmd.defra.gov.uk/productinformationdatabase/files/UKPAR_Documents/UKPAR_1989690.PDF,https://www.vmd.defra.gov.uk/productinformationdatabase/files/PAA_Documents/PAA_966541.PDF
A012088,Metrobactin 250 mg Tablets for Dogs and Cats,Dechra Regulatory BV,<span>Dechra Veterinary Products Limited</span>,50406/4016,2015-12-18,Mutually Recognised,Northern Ireland,Metronidazole,N,"Cats, Dogs",POM-V,Tablet,Antimicrobial,https://www.vmd.defra.gov.uk/productinformationdatabase/files/SPC_Documents/SPC_870563.PDF,https://www.vmd.defra.gov.uk/productinformationdatabase/files/UKPAR_Documents/UKPAR_1989690.PDF,https://www.vmd.defra.gov.uk/productinformationdatabase/files/PAA_Documents/PAA_966541.PDF
A012089,Metrobactin 500 mg Tablets for Dogs and Cats,Dechra Regulatory BV,<span>Dechra Veterinary Products Limited</span>,50406/4017,2015-12-18,Mutually Recognised,Northern Ireland,Metronidazole,N,"Cats, Dogs",POM-V,Tablet,Antimicrobial,https://www.vmd.defra.gov.uk/productinformationdatabase/files/SPC_Documents/SPC_870571.PDF,https://www.vmd.defra.gov.uk/productinformationdatabase/files/UKPAR_Documents/UKPAR_1989698.PDF,https://www.vmd.defra.gov.uk/productinformationdatabase/files/PAA_Documents/PAA_966551.PDF
A009224,Metrobactin 500 mg Tablets for Dogs and Cats,Dechra Regulatory BV,<span>Dechra Veterinary Products Limited</span>,50406/4017,2015-12-18,National,Great Britain,Metronidazole,N,"Cats, Dogs",POM-V,Tablet,Antimicrobial,https://www.vmd.defra.gov.uk/productinformationdatabase/files/SPC_Documents/SPC_870571.PDF,https://www.vmd.defra.gov.uk/productinformationdatabase/files/UKPAR_Documents/UKPAR_1989698.PDF,https://www.vmd.defra.gov.uk/productinformationdatabase/files/PAA_Documents/PAA_966551.PDF
A011675,Doxybactin 200 mg Tablets for Dogs ,Dechra Regulatory BV,<span>Dechra Veterinary Products Limited</span>,50406/4020,2017-09-12,Mutually Recognised,Northern Ireland,Doxycycline,N,Dogs,POM-V,Tablet,Antimicrobial,https://www.vmd.defra.gov.uk/productinformationdatabase/files/SPC_Documents/SPC_1246910.PDF,https://www.vmd.defra.gov.uk/productinformationdatabase/files/UKPAR_Documents/UKPAR_1983225.PDF,https://www.vmd.defra.gov.uk/productinformationdatabase/files/PAA_Documents/PAA_1387556.PDF
A009667,Doxybactin 200 mg Tablets for Dogs ,Dechra Regulatory BV,<span>Dechra Veterinary Products Limited</span>,50406/4020,2017-09-12,National,Great Britain,Doxycycline,N,Dogs,POM-V,Tablet,Antimicrobial,https://www.vmd.defra.gov.uk/productinformationdatabase/files/SPC_Documents/SPC_1246910.PDF,https://www.vmd.defra.gov.uk/productinformationdatabase/files/UKPAR_Documents/UKPAR_1983225.PDF,https://www.vmd.defra.gov.uk/productinformationdatabase/files/PAA_Documents/PAA_1387556.PDF
A009668,Doxybactin 400 mg Tablets for Dogs ,Dechra Regulatory BV,<span>Dechra Veterinary Products Limited</span>,50406/4021,2017-09-12,National,Great Britain,Doxycycline,N,Dogs,POM-V,Tablet,Antimicrobial,https://www.vmd.defra.gov.uk/productinformationdatabase/files/SPC_Documents/SPC_1247231.PDF,https://www.vmd.defra.gov.uk/productinformationdatabase/files/UKPAR_Documents/UKPAR_1983225.PDF,https://www.vmd.defra.gov.uk/productinformationdatabase/files/PAA_Documents/PAA_1387557.PDF
A011676,Doxybactin 400 mg Tablets for Dogs ,Dechra Regulatory BV,<span>Dechra Veterinary Products Limited</span>,50406/4021,2017-09-12,Mutually Recognised,Northern Ireland,Doxycycline,N,Dogs,POM-V,Tablet,Antimicrobial,https://www.vmd.defra.gov.uk/productinformationdatabase/files/SPC_Documents/SPC_1247231.PDF,https://www.vmd.defra.gov.uk/productinformationdatabase/files/UKPAR_Documents/UKPAR_1983225.PDF,https://www.vmd.defra.gov.uk/productinformationdatabase/files/PAA_Documents/PAA_1387557.PDF
A011677,Doxybactin 50 mg Tablets for Dogs and Cats ,Dechra Regulatory BV,<span>Dechra Veterinary Products Limited</span>,50406/4022,2017-09-12,Mutually Recognised,Northern Ireland,Doxycycline,N,"Cats, Dogs",POM-V,Tablet,Antimicrobial,https://www.vmd.defra.gov.uk/productinformationdatabase/files/SPC_Documents/SPC_1247313.PDF,https://www.vmd.defra.gov.uk/productinformationdatabase/files/UKPAR_Documents/UKPAR_1983225.PDF,https://www.vmd.defra.gov.uk/productinformationdatabase/files/PAA_Documents/PAA_1387563.PDF
A009666,Doxybactin 50 mg Tablets for Dogs and Cats ,Dechra Regulatory BV,<span>Dechra Veterinary Products Limited</span>,50406/4022,2017-09-12,National,Great Britain,Doxycycline,N,"Cats, Dogs",POM-V,Tablet,Antimicrobial,https://www.vmd.defra.gov.uk/productinformationdatabase/files/SPC_Documents/SPC_1247313.PDF,https://www.vmd.defra.gov.uk/productinformationdatabase/files/UKPAR_Documents/UKPAR_1983225.PDF,https://www.vmd.defra.gov.uk/productinformationdatabase/files/PAA_Documents/PAA_1387563.PDF
A012274,Phenoleptil 12.5 mg Tablets for Dogs,Dechra Regulatory B.V.,"<span>Dechra Veterinary Products Limited
</span>",50406/4023,2010-03-04,Mutually Recognised,Northern Ireland,Phenobarbital,3,Dogs,POM-V,Tablet,Neurological Agent antiepileptic,https://www.vmd.defra.gov.uk/productinformationdatabase/files/SPC_Documents/SPC_262798.PDF,https://www.vmd.defra.gov.uk/productinformationdatabase/files/UKPAR_Documents/UKPAR_283639.PDF,https://www.vmd.defra.gov.uk/productinformationdatabase/files/PAA_Documents/PAA_287619.PDF
A007509,Phenoleptil 12.5 mg Tablets for Dogs,Dechra Regulatory B.V.,"<span>Dechra Veterinary Products Limited
</span>",50406/4023,2010-03-04,National,Great Britain,Phenobarbital,3,Dogs,POM-V,Tablet,Neurological Agent antiepileptic,https://www.vmd.defra.gov.uk/productinformationdatabase/files/SPC_Documents/SPC_262798.PDF,https://www.vmd.defra.gov.uk/productinformationdatabase/files/UKPAR_Documents/UKPAR_283639.PDF,https://www.vmd.defra.gov.uk/productinformationdatabase/files/PAA_Documents/PAA_287619.PDF
A007510,Phenoleptil 50 mg Tablets for Dogs,Dechra Regulatory B.V.,<span>Dechra Veterinary Products Limited</span>,50406/4024,2010-03-04,National,Great Britain,Phenobarbital,3,Dogs,POM-V,Tablet,Neurological Agent antiepileptic,https://www.vmd.defra.gov.uk/productinformationdatabase/files/SPC_Documents/SPC_262799.PDF,https://www.vmd.defra.gov.uk/productinformationdatabase/files/UKPAR_Documents/UKPAR_285987.PDF,https://www.vmd.defra.gov.uk/productinformationdatabase/files/PAA_Documents/PAA_287618.PDF
A012276,Phenoleptil 50 mg Tablets for Dogs,Dechra Regulatory B.V.,<span>Dechra Veterinary Products Limited</span>,50406/4024,2010-03-04,Mutually Recognised,Northern Ireland,Phenobarbital,3,Dogs,POM-V,Tablet,Neurological Agent antiepileptic,https://www.vmd.defra.gov.uk/productinformationdatabase/files/SPC_Documents/SPC_262799.PDF,https://www.vmd.defra.gov.uk/productinformationdatabase/files/UKPAR_Documents/UKPAR_285987.PDF,https://www.vmd.defra.gov.uk/productinformationdatabase/files/PAA_Documents/PAA_287618.PDF
A012275,Phenoleptil 25 mg Tablets for Dogs,Dechra Regulatory B.V.,"<span>Dechra Veterinary Products Limited
</span>",50406/4025,2013-01-28,Mutually Recognised,Northern Ireland,Phenobarbital,3,Dogs,POM-V,Tablet,Neurological Agent antiepileptic,https://www.vmd.defra.gov.uk/productinformationdatabase/files/SPC_Documents/SPC_422640.PDF,https://www.vmd.defra.gov.uk/productinformationdatabase/files/UKPAR_Documents/UKPAR_465778.PDF,https://www.vmd.defra.gov.uk/productinformationdatabase/files/PAA_Documents/PAA_831741.PDF
A008405,Phenoleptil 25 mg Tablets for Dogs,Dechra Regulatory B.V.,"<span>Dechra Veterinary Products Limited
</span>",50406/4025,2013-01-28,National,Great Britain,Phenobarbital,3,Dogs,POM-V,Tablet,Neurological Agent antiepileptic,https://www.vmd.defra.gov.uk/productinformationdatabase/files/SPC_Documents/SPC_422640.PDF,https://www.vmd.defra.gov.uk/productinformationdatabase/files/UKPAR_Documents/UKPAR_465778.PDF,https://www.vmd.defra.gov.uk/productinformationdatabase/files/PAA_Documents/PAA_831741.PDF
